date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,weekofyear,season,severity_score,high_severity,date.1,time,factory,region,shift,workers,exp,training,temp,pressure,humidity,vibration,speed,age,service_days,gas,sparks,alarm,risk,accident,clean_description,root_causes,description_length,word_count,forecast_risk_probability,risk_category,recommendation
2016-07-08,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"In circumstances in which the adjutant of the scissor bolter came down by the team's ladder - last step - it slides from an approximate height of 0.9 m. and falls sitting on the floor. At the time of the accident, the person involved in the use of the helmet; there were no rocks or materials in the crash site.",2016,7,8,Friday,27,Winter,1,0,2021-01-29,01:15:00,Factory_D,Industrial_Zone,Night,32.0,Senior,No,24.6,24.17,37.74,4.86,1532.4,4,361,3.66,4,Off,52.86,0,in circumstances in which the adjutant of the scissor bolter came down by the team s ladder   last step   it slides from an approximate height of     m  and falls sitting on the floor  at the time of the accident  the person involved in the use of the helmet  there were no rocks or materials in the crash site,fall_slip,310,58,0.86,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-07-07,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"At moments when the MAPERU truck of plate F1T 878, returned from the city of Pasco to the Unit transporting a consultant, being 350 meters from the main gate his lane is invaded by a civilian vehicle, making the driver turn sharply to the side right where was staff of the company IMPROMEC doing hot melt work in an 8 ""pipe impacting two collaborators causing the injuries described At the time of the accident the truck was traveling at 37km / h - according to INTHINC -, the width of the road is of 6 meters, the activity had safety cones as a warning on both sides of the road and employees used their respective EPP'S.",2016,7,7,Thursday,27,Winter,1,0,2023-09-20,06:45:00,Factory_C,Rural,Night,23.0,Senior,No,17.43,18.57,62.45,0.14,3084.52,8,140,2.9,1,On,30.7,0,at moments when the maperu truck of plate f t      returned from the city of pasco to the unit transporting a consultant  being     meters from the main gate his lane is invaded by a civilian vehicle  making the driver turn sharply to the side right where was staff of the company impromec doing hot melt work in an    pipe impacting two collaborators causing the injuries described at the time of the accident the truck was traveling at   km   h   according to inthinc    the width of the road is of   meters  the activity had safety cones as a warning on both sides of the road and employees used their respective epp s,other,621,111,0.8933333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-07-14,Country_01,Local_03,Mining,I,II,Male,Employee,Others,"At level 2900 at the entrance of the locomotive workshop, the welder proceeds to inspect the mining cars and identifies that the No. 24 car has bearing problems, informs his partner about this finding and decides to enter the car to the workshop, so it operates the swing arm type mona of 15 KG. of weight to move the direction of the railway towards the central OP, is at this moment that pushes the rocker with the weight of his body until his right hand comes in contact with the rock producing the injury described. At the time of the accident the worker was wearing the safety gloves of pad.",2016,7,14,Thursday,28,Winter,1,0,2021-08-16,10:30:00,Factory_C,Urban,Day,48.0,Junior,No,18.13,18.28,31.56,1.14,2556.49,17,303,9.14,3,On,51.04,0,at level      at the entrance of the locomotive workshop  the welder proceeds to inspect the mining cars and identifies that the no     car has bearing problems  informs his partner about this finding and decides to enter the car to the workshop  so it operates the swing arm type mona of    kg  of weight to move the direction of the railway towards the central op  is at this moment that pushes the rocker with the weight of his body until his right hand comes in contact with the rock producing the injury described  at the time of the accident the worker was wearing the safety gloves of pad,human_error,595,107,0.8666666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-07-16,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"At level 3490 gallery 239, during the holding activity with the Bolter equipment No. 24, the operator performs the drilling of the first hole to support the right gable; When the 7-foot-deep drill was about to end, the drill rod breaks, leaving the threads inside the drilling machine's shank; the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success; in the third attempt the assistant enters a 3/8 ""corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure, it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victim's left hand generating a described injury. The worker was wearing safety gloves at the time of the accident. The end of the corrugated iron in contact with the left hand is shaped like a cane. The worker at the time of the accident was positioned under a roof supported with mesh and split set.",2016,7,16,Saturday,28,Winter,1,0,2021-09-29,22:15:00,Factory_C,Rural,Day,47.0,Junior,Yes,19.91,19.98,51.8,0.14,1439.99,7,176,0.73,4,On,40.67,0,at level      gallery      during the holding activity with the bolter equipment no      the operator performs the drilling of the first hole to support the right gable  when the   foot deep drill was about to end  the drill rod breaks  leaving the threads inside the drilling machine s shank  the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success  in the third attempt the assistant enters a      corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure  it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victim s left hand generating a described injury  the worker was wearing safety gloves at the time of the accident  the end of the corrugated iron in contact with the left hand is shaped like a cane  the worker at the time of the accident was positioned under a roof supported with mesh and split set,"equipment_failure, human_error",996,175,0.8533333333333334,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-07-18,Country_01,Local_06,Metals,I,III,Male,Third Party,Fall prevention (same level),"At 21:15 hours on 07/18/2016, the collaborator Warrin (welder), when trying to inspect a cracking point in the INLET of the G2143 laminator, slips and falls to the same level hitting his face and hand , he was immediately transferred to the medical service for evaluation.",2016,7,18,Monday,29,Winter,1,0,2023-03-01,05:30:00,Factory_A,Industrial_Zone,Day,49.0,Senior,No,33.2,28.14,43.45,3.39,2149.95,5,65,2.98,0,On,52.2,0,at       hours on             the collaborator warrin  welder   when trying to inspect a cracking point in the inlet of the g     laminator  slips and falls to the same level hitting his face and hand   he was immediately transferred to the medical service for evaluation,fall_slip,271,43,0.8733333333333333,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-07-20,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",2016,7,20,Wednesday,29,Winter,1,0,2021-06-13,14:45:00,Factory_C,Industrial_Zone,Night,28.0,Senior,No,28.04,23.61,60.91,3.01,2215.64,14,238,1.22,3,On,62.82,0,the employee reports that he was draining ammonia  used as a refrigerant  into a container of water when splashes of the solution drained onto his face,other,151,26,0.9066666666666666,High Risk,Perform comprehensive industrial safety inspection.
2016-07-21,Country_02,Local_12,Others,I,II,Female,Employee,Traffic,"At the Eusébio bridge, there was a sudden braking in which several cars had to brake quickly. The collaborator's car failed to stop in time and collided with the rear of the car ahead. They were about 40km / hour.",2016,7,21,Thursday,29,Winter,1,0,2021-08-17,22:00:00,Factory_B,Industrial_Zone,Day,7.0,Senior,No,18.92,20.94,79.26,3.3,1255.56,3,302,8.97,3,On,45.19,0,at the eus bio bridge  there was a sudden braking in which several cars had to brake quickly  the collaborator s car failed to stop in time and collided with the rear of the car ahead  they were about   km   hour,other,212,41,0.8833333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-07-23,Country_02,Local_08,Metals,I,II,Male,Third Party (Remote),Pressurized Systems,"During torch cutting activity of the new evaporator treatment fixings, there was a rupture of the hose near the torch pen, causing the injury.",2016,7,23,Saturday,29,Winter,1,0,2022-04-07,01:30:00,Factory_D,Industrial_Zone,Day,49.0,Junior,Yes,34.48,29.09,71.82,1.68,3886.6,17,287,9.7,2,On,77.21,1,during torch cutting activity of the new evaporator treatment fixings  there was a rupture of the hose near the torch pen  causing the injury,other,141,24,0.8733333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-07-29,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At level 3390 access 2 area 2; the operator of the Scissor team No. 200 was preparing to present the second mesh to continue with the support of the work; When the operator pulls the support mesh to share its length equally on both sides of the equipment, it is at this moment that from the roof of the work a rock weighs approximately 400 Kg, which falls on the support mesh and slides towards the right side spoiler, as a result of this the mesh pushes the operator who is kneeling on the floor of the platform, which generates the lesion described. The rock falling does not directly impact the operator who was in a squatting position. The operator moves away from the area walking by his own means and is supported by the assistant.",2016,7,29,Friday,30,Winter,1,0,2021-11-10,08:00:00,Factory_C,Rural,Night,27.0,Junior,Yes,14.54,17.37,42.05,0.64,3873.29,15,132,8.21,1,Off,29.3,0,at level      access   area    the operator of the scissor team no      was preparing to present the second mesh to continue with the support of the work  when the operator pulls the support mesh to share its length equally on both sides of the equipment  it is at this moment that from the roof of the work a rock weighs approximately     kg  which falls on the support mesh and slides towards the right side spoiler  as a result of this the mesh pushes the operator who is kneeling on the floor of the platform  which generates the lesion described  the rock falling does not directly impact the operator who was in a squatting position  the operator moves away from the area walking by his own means and is supported by the assistant,"equipment_failure, human_error, fall_slip",736,131,0.94,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-07-30,Country_02,Local_07,Mining,I,II,Male,Employee,Others,"employee reports that upon initiating 615RLC front loading activity, during the elevation of the aerial work platform, a rock fragment from the roof of the gallery was dropped, reaching its face, causing the lesion.",2016,7,30,Saturday,30,Winter,1,0,2022-11-28,06:30:00,Factory_C,Urban,Day,35.0,Senior,No,16.79,18.31,79.45,1.87,3840.96,6,243,5.49,2,Off,38.72,0,employee reports that upon initiating    rlc front loading activity  during the elevation of the aerial work platform  a rock fragment from the roof of the gallery was dropped  reaching its face  causing the lesion,other,214,34,0.9033333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-08-02,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"When opened the access ladder of the people carrying Truck the employee had his right hand pressed into the support bracket of the same, suffering a superficial injury.",2016,8,2,Tuesday,31,Winter,1,0,2022-10-02,07:15:00,Factory_B,Industrial_Zone,Day,20.0,Senior,Yes,11.85,13.41,46.81,2.19,3073.4,19,354,3.47,2,On,40.48,0,when opened the access ladder of the people carrying truck the employee had his right hand pressed into the support bracket of the same  suffering a superficial injury,other,167,28,0.8833333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-08-02,Country_03,Local_10,Others,I,I,Male,Third Party,Bees,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",2016,8,2,Tuesday,31,Winter,1,0,2023-08-25,12:45:00,Factory_B,Industrial_Zone,Day,5.0,Junior,Yes,25.35,23.81,77.18,1.49,2471.4,18,256,5.87,3,Off,60.22,0,the mincing team was carrying out activities in the city of ju na and was coordinated by mining technician felipe a time when the mining technician was last in line and more away from the team  was bitten by a blackjack on the left side of his face  there was no allergic manifestation and the team continued the work  in the afternoon  after lunch  the employee sought medical care  was medicated and released to continue activities the next day,other,446,79,0.8966666666666666,High Risk,Perform comprehensive industrial safety inspection.
2016-08-04,Country_02,Local_08,Metals,I,II,Male,Employee,Cut,"When removing the cap from the wear plate of the Warman LX-BB-01 pump, the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board.",2016,8,4,Thursday,31,Winter,1,0,2021-04-09,16:30:00,Factory_A,Rural,Night,30.0,Junior,Yes,28.62,22.11,68.83,2.69,2035.87,19,17,9.53,0,Off,46.47,0,when removing the cap from the wear plate of the warman lx bb    pump  the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board,"equipment_failure, fall_slip",187,37,0.8966666666666666,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-08-11,Country_02,Local_12,Others,I,IV,Female,Employee,Others,"On leaving the Company the employee stumbled onto the exit ladder of the building and fell 3 steps, causing twisting of the ankle and grating on the cinnamon",2016,8,11,Thursday,32,Winter,1,0,2021-08-17,17:45:00,Factory_A,Rural,Day,13.0,Junior,No,16.85,19.03,41.81,1.3,1118.02,11,202,5.29,2,On,33.76,0,on leaving the company the employee stumbled onto the exit ladder of the building and fell   steps  causing twisting of the ankle and grating on the cinnamon,other,157,27,0.8966666666666666,High Risk,Perform comprehensive industrial safety inspection.
2016-08-14,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others,"In circumstances, the drilling assistants proceeded to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards the top of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured employee used his rubber gloves and the work area was well lit.",2016,8,14,Sunday,32,Winter,3,0,2023-09-16,02:00:00,Factory_D,Rural,Night,18.0,Senior,Yes,13.84,14.98,32.16,4.97,1136.88,7,212,2.93,0,On,29.28,0,in circumstances  the drilling assistants proceeded to assemble the inner tube to the barel  the injured person retracts the inner tube  head  to throw it manually towards the top of the catheter  inclination        to continue with the perforation  in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel  originating the injury  at the time of the accident the injured employee used his rubber gloves and the work area was well lit,human_error,510,89,0.7633333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-08-14,Country_02,Local_08,Metals,I,III,Male,Employee,Projection,"The employee Mr. Nilton made the opening of the visit to unclog, at this moment occurred projection of hot material, occurring the accident.",2016,8,14,Sunday,32,Winter,1,0,2021-02-09,01:00:00,Factory_B,Urban,Day,41.0,Senior,Yes,34.29,28.33,61.72,4.52,3484.36,4,270,2.62,3,Off,68.41,0,the employee mr  nilton made the opening of the visit to unclog  at this moment occurred projection of hot material  occurring the accident,other,139,23,0.9266666666666666,High Risk,Perform comprehensive industrial safety inspection.
2016-08-15,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"While maintaining the ramp 604, when placing the first cloth for the overlap with the previous mesh; the operator will check the work front, then return to the back of the team to coordinate with his assistant, at which time a fragment of rock (Weight: 0.42 kg) of the non-sustained area will be detached, which impacts on the arm of the team and reaching by bounce the collaborator causing the injury. The one involved made use of all their EPPs. At the time of the incident the assistant was in the back of the team preparing the support mesh.",2016,8,15,Monday,33,Winter,1,0,2023-10-13,16:00:00,Factory_B,Rural,Night,11.0,Senior,No,17.1,15.71,35.69,2.82,1858.85,19,362,3.86,3,Off,51.22,0,while maintaining the ramp      when placing the first cloth for the overlap with the previous mesh  the operator will check the work front  then return to the back of the team to coordinate with his assistant  at which time a fragment of rock  weight       kg  of the non sustained area will be detached  which impacts on the arm of the team and reaching by bounce the collaborator causing the injury  the one involved made use of all their epps  at the time of the incident the assistant was in the back of the team preparing the support mesh,human_error,544,98,0.8566666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-08-18,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 3450 access 4 A2, the operator of the Scissor # 200 performed the support of the crown, at which time a piece of rock (13cmx6cmx2cm; 54g) passes between the cocada of the support mesh, from a height of 1.60 meters, towards the platform of the team breaking into particles one of which reaches his right eye causing the injury.",2016,8,18,Thursday,33,Winter,1,0,2023-10-19,20:30:00,Factory_B,Rural,Day,29.0,Junior,No,12.63,14.93,76.72,0.39,3936.55,15,310,2.36,0,Off,36.06,0,at level      access   a   the operator of the scissor       performed the support of the crown  at which time a piece of rock    cmx cmx cm    g  passes between the cocada of the support mesh  from a height of      meters  towards the platform of the team breaking into particles one of which reaches his right eye causing the injury,human_error,334,58,0.93,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-08-19,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 2995 access # 6 A1 while the operator of the Scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the Split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. At the time of the accident the crown was held and the collaborator used his safety glasses and gloves.",2016,8,19,Friday,33,Winter,1,0,2021-05-22,02:15:00,Factory_C,Industrial_Zone,Day,9.0,Junior,No,37.03,30.42,60.52,3.18,2879.84,16,174,9.68,0,Off,69.61,0,at level      access     a  while the operator of the scissor       carried out the support of the right gable  from the platform it is arranged to place the split set in the drill in the squat position to be introduced by the bolt  moment in which the which between the cocada of the support mesh falls from the crown a piece of rock   cmx cmx cm     gr  from an approximate height of  m impacting on the cervical region of the collaborator  causing the lesion described  at the time of the accident the crown was held and the collaborator used his safety glasses and gloves,"human_error, fall_slip",575,103,0.7633333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-08-22,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed,"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb.",2016,8,22,Monday,34,Winter,1,0,2022-11-21,13:45:00,Factory_C,Rural,Night,39.0,Junior,No,17.74,14.51,71.17,1.8,3924.77,7,68,9.55,1,On,26.05,0,the employee was performing cutting activity on a carbon steel pipe attached to the band saw machine  due to uneven weight distribution  the tube moved downward and the other end was projected upwards  pressing the thumb,equipment_failure,220,36,0.9366666666666666,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-08-25,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves.",2016,8,25,Thursday,34,Winter,1,0,2023-02-05,22:30:00,Factory_B,Rural,Day,13.0,Senior,Yes,25.62,24.47,35.84,1.24,1644.14,13,189,2.31,4,Off,57.28,0,at times when the collaborator was performing the evacuation of inchancables from the mine  present in strip      of phase he notices a piece of support mesh positioned between the frame and the return belt  after several attempts to remove this mesh  with the belt in movement and using a metal rake as support  the mesh yields moving in the direction of rotation of the return belt  hitting the collaborator s hand against the metal structure  causing contusion in the left hand  at the time of the accident the employee used his leather gloves,fall_slip,546,93,0.8933333333333333,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-08-24,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .",2016,8,24,Wednesday,34,Winter,1,0,2023-09-02,13:15:00,Factory_C,Urban,Night,23.0,Senior,No,13.54,16.09,67.28,4.06,3081.72,18,216,2.17,1,Off,28.81,0,once the topographic survey in the stp       east zone   the victim and his co worker  decide to continue with their work in the stp       west   for this the injured person walks behind his co worker     to    meters   when arriving at the loading zone  intersection rpa     and st      the injured person asks the sccop operator to stop to pass  once the equipment is stopped  the victim passes behind his partner stuck to the gable  trying to avoid the accumulation of water  when he takes the third step into the puddle  the injured person steps on the false and falls to the floor  causing the injury,"equipment_failure, human_error, fall_slip",605,104,0.8566666666666667,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-08-29,Country_02,Local_05,Metals,I,II,Male,Employee,Chemical substances,"The employee reports that after carrying out activity in the area of ​​the Expedition was to remove the overalls and had contact with material that contaminated the sleeve, which caused 1st degree burn in the right forearm.",2016,8,29,Monday,35,Winter,1,0,2022-09-29,07:45:00,Factory_D,Urban,Day,10.0,Junior,No,21.93,22.31,79.54,0.73,3369.76,15,96,6.09,4,On,42.71,0,the employee reports that after carrying out activity in the area of   the expedition was to remove the overalls and had contact with material that contaminated the sleeve  which caused  st degree burn in the right forearm,other,222,37,0.89,High Risk,Perform comprehensive industrial safety inspection.
2016-08-27,Country_01,Local_06,Metals,I,II,Male,Employee,Pressurized Systems / Chemical Substances,"At 22:50 hours in row 12 when the cell suction partner removes the suction hose, untimely splashes of electrolyte solution in the left eye. Immediately he was referred to the medical service.",2016,8,27,Saturday,34,Winter,1,0,2023-09-26,07:45:00,Factory_A,Industrial_Zone,Night,49.0,Senior,Yes,18.52,14.94,66.06,4.04,1140.83,11,199,7.58,3,On,33.95,0,at       hours in row    when the cell suction partner removes the suction hose  untimely splashes of electrolyte solution in the left eye  immediately he was referred to the medical service,other,190,30,0.8933333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-08-30,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"Collaborator was cleaning the sink of the Copper repulping area, at the moment of filling the truck with the shovel, he projects sludge towards the lenses; soiling them and obstructing vision. The worker indicates that when removing the lenses to clean them, some mud particles enter the left eye causing discomfort. It is referred to the medical center for the corresponding attention.",2016,8,30,Tuesday,35,Winter,1,0,2022-07-21,12:00:00,Factory_B,Urban,Night,32.0,Senior,Yes,25.06,22.73,38.7,3.33,1895.13,9,59,6.83,4,Off,40.26,0,collaborator was cleaning the sink of the copper repulping area  at the moment of filling the truck with the shovel  he projects sludge towards the lenses  soiling them and obstructing vision  the worker indicates that when removing the lenses to clean them  some mud particles enter the left eye causing discomfort  it is referred to the medical center for the corresponding attention,human_error,385,62,0.9133333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-01,Country_02,Local_05,Metals,II,IV,Male,Third Party (Remote),Manual Tools,"The clerk was cutting the excess fiberglass in a passing box and had contact with the blade of the marble saw, which cut the glove and caused a wound in his right hand.",2016,9,1,Thursday,35,Spring,2,0,2022-06-16,07:15:00,Factory_B,Industrial_Zone,Night,14.0,Junior,Yes,32.96,27.25,55.56,2.68,1546.81,14,213,3.94,3,On,68.66,0,the clerk was cutting the excess fiberglass in a passing box and had contact with the blade of the marble saw  which cut the glove and caused a wound in his right hand,other,167,33,0.7033333333333334,High Risk,Perform comprehensive industrial safety inspection.
2016-09-02,Country_01,Local_03,Mining,I,I,Male,Third Party,Others,"At level 4150 (+80) Unicon plant the collaborator was doing shuttering work in the concrete water sedimentation basin, at the moment of nailing a wood as it supplies on another 4 x 4 inch strip, he feels that the metallic hammer loosen the wooden handle and to fix it, he grabs the hammer by the head and hits the handle vertically on a wood, generating the injury. At the time of the accident the employee did not use his safety gloves.",2016,9,2,Friday,35,Spring,1,0,2022-05-01,04:00:00,Factory_C,Urban,Day,44.0,Senior,No,23.8,21.05,54.36,3.08,2578.44,14,98,4.52,1,Off,40.42,0,at level            unicon plant the collaborator was doing shuttering work in the concrete water sedimentation basin  at the moment of nailing a wood as it supplies on another   x   inch strip  he feels that the metallic hammer loosen the wooden handle and to fix it  he grabs the hammer by the head and hits the handle vertically on a wood  generating the injury  at the time of the accident the employee did not use his safety gloves,fall_slip,436,77,0.8433333333333334,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-09-04,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",2016,9,4,Sunday,35,Spring,1,0,2022-02-14,22:15:00,Factory_D,Industrial_Zone,Night,24.0,Junior,No,29.61,25.65,67.29,2.83,3926.05,10,110,9.23,4,Off,48.04,0,on the surface  in the dining room of employees of the unit  while the collaborator performed the chicken habilitation for lunch using a kitchen knife  it comes into contact with the distal part of the second finger of the left hand causing the injury described   during the accident the employee did not use his specific height gloves for this type of work,other,357,62,0.9466666666666667,High Risk,Perform comprehensive industrial safety inspection.
2016-09-06,Country_02,Local_02,Mining,I,II,Male,Employee,Others,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,2016,9,6,Tuesday,36,Spring,1,0,2022-07-04,07:15:00,Factory_A,Industrial_Zone,Day,49.0,Senior,No,24.52,24.89,51.88,4.37,2975.17,18,278,6.9,1,Off,65.05,0,the check list of the area of   the survey the operator slipped in the foliage of the leucenas and fell,"human_error, fall_slip",103,20,0.8766666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-05,Country_02,Local_05,Metals,I,II,Female,Employee,Venomous Animals,By participating in the general DDS held in the outside area of ​​the central locker room the employee was bitten by a bee.,2016,9,5,Monday,36,Spring,1,0,2022-11-12,09:30:00,Factory_A,Urban,Night,21.0,Senior,Yes,21.12,20.29,38.33,4.65,3658.63,13,351,0.32,4,Off,50.95,0,by participating in the general dds held in the outside area of   the central locker room the employee was bitten by a bee,other,122,23,0.76,High Risk,Perform comprehensive industrial safety inspection.
2016-09-06,Country_02,Local_07,Mining,I,II,Male,Employee,Others,"The employee reports that when performing the maintenance activity of pump on the tunnel of the TC-020, as he was pulling out the rotor, struck the piece with the mallet that slipped from his hand. Reaching the lower part of your left leg, causing the injury.",2016,9,6,Tuesday,36,Spring,1,0,2023-07-22,00:30:00,Factory_C,Rural,Night,5.0,Junior,Yes,29.46,26.61,42.77,1.76,3586.75,4,247,3.27,1,Off,65.98,0,the employee reports that when performing the maintenance activity of pump on the tunnel of the tc      as he was pulling out the rotor  struck the piece with the mallet that slipped from his hand  reaching the lower part of your left leg  causing the injury,"equipment_failure, fall_slip",258,46,0.7433333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-09-13,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"When trying to release the pipe (HDP pipe, 50m long and 2 ""diameter) stuck in the support mesh, the master loader and his assistant pull the pipe to release it, when the pipe is released hits the lateral part of the cheekbone and the eyelid worker's right generating the described injury.",2016,9,13,Tuesday,37,Spring,1,0,2021-09-04,12:00:00,Factory_A,Industrial_Zone,Day,30.0,Senior,Yes,12.64,15.07,40.98,3.96,1981.32,1,28,2.97,4,On,7.12,0,when trying to release the pipe  hdp pipe    m long and    diameter  stuck in the support mesh  the master loader and his assistant pull the pipe to release it  when the pipe is released hits the lateral part of the cheekbone and the eyelid worker s right generating the described injury,human_error,287,51,0.88,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-13,Country_02,Local_05,Metals,I,II,Male,Employee,Suspended Loads,"employee was removing the strap from a chemical container as it projected toward him reaching his lower lip and anterior chest, the strap was contaminated with caustic soda and caused a 1st degree burn.",2016,9,13,Tuesday,37,Spring,1,0,2023-06-11,20:00:00,Factory_B,Urban,Day,20.0,Senior,No,29.9,27.06,72.06,0.29,2416.43,14,260,2.68,2,Off,63.22,0,employee was removing the strap from a chemical container as it projected toward him reaching his lower lip and anterior chest  the strap was contaminated with caustic soda and caused a  st degree burn,other,201,34,0.87,High Risk,Perform comprehensive industrial safety inspection.
2016-09-15,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",2016,9,15,Thursday,37,Spring,1,0,2023-08-30,12:00:00,Factory_B,Rural,Night,27.0,Junior,No,26.47,21.92,69.51,4.37,3657.06,11,295,2.98,3,On,57.43,0,when cutting the vegetation to open the bite  using a sickle  the assistant struck the vine twice  when the liana ruptured  the top of the branch projected against the face of the auxiliary causing the cut in the upper lip,other,222,40,0.88,High Risk,Perform comprehensive industrial safety inspection.
